Taxa	stoolMeans	swabMeans	tissueMeans	Origin p-value	OriginSwabStool p-value	OriginTissueStool p-value	OriginTissueSwab p-value	Time p-value	Individual p-value	Origin (adj p-value)	OriginSwabStool (adj p-value)	OriginTissueStool (adj p-value)	OriginTissueSwab (adj p-value)	Time (adj p-value)	Individual (adj p-value)
Wolinella	0.02052162001573	0	0	0.266363302397036	0.352328561028195	0.516299763684942	1	0.891057169424313	0.999943668639687	0.374731966597903	0.999997462702707	0.717129266509922	1	0.97635184755658	0.999992249420043
Lysinibacillus	0.0694014511120125	0.0737996803160271	0.0565963161857815	0.943404438727882	0.991337004539712	0.954543953210389	0.939827235551322	0.57535761363243	0.999880508363725	0.946924604544031	0.999997462702707	0.983802005416071	1	0.973603481291872	0.999992249420043
Rickettsia	0.188835071039489	0.225877339034482	0.308241930669063	0.23770505294985	0.792659919919692	0.222534138002971	0.586183066823871	0.979411064781586	0.302449011217034	0.361257961827739	0.999997462702707	0.474458402888227	0.790720437403024	0.994085461458612	0.438591827586965
Thauera	0.0980015970654747	0.00571918306334572	0	0.00381791787928072	0.0152432751646865	0.049093598015034	0.992192150009013	0.576886746295534	0.0814182789895773	0.0174830779764557	0.200021513136618	0.177264132430123	1	0.973603481291872	0.148817631475367
Candidatus_Protochlamydia	0.00610460663152356	0	0	0.667507347559723	0.726757803951912	0.817364272230414	1	0.174669068865678	0.582202750441474	0.700036945394017	0.999997462702707	0.904818885720088	1	0.968883404849752	0.740484822074499
Butyrivibrio	0.764555814580835	0.910391302189621	0.0501713787930516	3.66512558278667e-09	0.259704287216851	2.55978229724008e-08	8.69749816612142e-09	0.711043309524237	0.916588090399	4.4814490080437e-08	0.999997462702707	3.35893384369551e-07	1.61353586668046e-07	0.97635184755658	0.999992249420043
Ammonifex	0.065900804888989	0.082311944927389	0	0.219620613714423	0.875423809661398	0.262856335724462	0.214914073069913	0.163367850157085	7.79787308519467e-05	0.344477813931077	0.999997462702707	0.512379379057104	0.451655356685988	0.968883404849752	0.000446303799982418
Methylocystis	0.0633788171477075	0.185979132364713	0.340766676040553	8.28736780422496e-05	0.0553033111454981	0.000148971708368917	0.114262796562392	0.827393686423316	0.433350972649333	0.000627972377277891	0.487757072070131	0.00129268998552383	0.289639375185704	0.97635184755658	0.587261519610431
Thermobifida	0.0725672449883177	0.0274471605165025	0	0.136383405472631	0.375995937573444	0.204700166969214	0.843363340465038	0.84331224201624	1.05083085724759e-05	0.249572354232229	0.999997462702707	0.447677600932671	0.975384032849266	0.97635184755658	9.26798362621641e-05
Coxiella	0.00867037335083675	0.0299042563331282	0	0.315933852358088	0.365088641530073	0.898461102906023	0.393363790216085	0.668829079106641	0.999984610128902	0.416792495197902	0.999997462702707	0.948842246325236	0.635186965274527	0.973603481291872	0.999992249420043
Azospirillum	0.321164203238126	0.31795494006597	0	0.00214131306569583	0.998909144812644	0.00158636301544346	0.00864342246271532	0.202313083237068	6.57576712187108e-09	0.0105690498104987	0.999997462702707	0.0106682912788573	0.0455898165190279	0.968883404849752	1.76888135578332e-07
Kineococcus	0.039339183939508	0.0441037669521613	0	0.415206754146117	0.979799022858258	0.419046786044629	0.445455641439774	0.914993351745928	0.171063819681064	0.499701851200617	0.999997462702707	0.63615971658848	0.678909731146172	0.982598569720883	0.265222867401766
